Name,Symbol,Industry Group,Industry
Electrost.Cast.,ELECTCAST,Industrial Products,Iron & Steel Products
Century Plyboard,CENTURYPLY,Consumer Durables,Plywood Boards/ Laminates
Colgate-Palmoliv,COLPAL,Personal Products,Personal Care
Zydus Wellness,ZYDUSWELL,Food Products,Packaged Foods
Cochin Shipyard,COCHINSHIP,Industrial Manufacturing,Ship Building & Allied Services
Triven.Engg.Ind.,TRIVENI,Agricultural Food & other Products,Sugar
Granules India,GRANULES,Pharmaceuticals & Biotechnology,Pharmaceuticals
Guj. Ambuja Exp,GAEL,Agricultural Food & other Products,Other Agricultural Products
Syrma SGS Tech.,SYRMA,Industrial Manufacturing,Industrial Products
Angel One,ANGELONE,Capital Markets,Stockbroking & Allied
Brigade Enterpr.,BRIGADE,Realty,"Residential, Commercial Projects"
Shriram Pistons,SHRIPISTON,Auto Components,Auto Components & Equipments
Vikram Solar,VIKRAMSOLR,Electrical Equipment,Other Electrical Equipment
Zensar Tech.,ZENSARTECH,IT - Software,Computers - Software & Consulting
I R C T C,IRCTC,Leisure Services,"Tour, Travel Related Services"
Jana Small Finan,JSFB,Banks,Other Bank
Sterlite Tech.,STLTECH,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Devyani Intl.,DEVYANI,Leisure Services,Restaurants
Ajanta Pharma,AJANTPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals
Patel Engineerin,PATELENG,Construction,Civil Construction
H.G. Infra Engg.,HGINFRA,Construction,Civil Construction
Kirl. Brothers,KIRLOSBROS,Industrial Products,"Compressors, Pumps & Diesel Engines"
Va Tech Wabag,WABAG,Other Utilities,Water Supply & Management
PG Electroplast,PGEL,Consumer Durables,Consumer Electronics
3M India,3MINDIA,Diversified,Diversified
Carborundum Uni.,CARBORUNIV,Industrial Products,Abrasives & Bearings
Confidence Petro,CONFIPET,Gas,LPG/CNG/PNG/LNG Supplier
Ceigall India,CEIGALL,Construction,Civil Construction
JP Power Ven.,JPPOWER,Power,Power Generation
Capri Global,CGCL,Finance,Non Banking Financial Company (NBFC)
SpiceJet,SPICEJET,Transport Services,Airline
Avanti Feeds,AVANTIFEED,Food Products,Animal Feed
Bajaj Hindusthan,BAJAJHIND,Agricultural Food & other Products,Sugar
IFB Industries,IFBIND,Consumer Durables,Household Appliances
Canara HSBC,CANHLIFE,Insurance,Life Insurance
Kajaria Ceramics,KAJARIACER,Consumer Durables,Ceramics
Arvind Fashions.,ARVINDFASN,Retailing,Speciality Retail
Sammaan Capital,SAMMAANCAP,Finance,Housing Finance Company
Jai Balaji Inds.,JAIBALAJI,Ferrous Metals,Iron & Steel
Birlasoft Ltd,BSOFT,IT - Software,Computers - Software & Consulting
Prec. Wires (I),PRECWIRE,Industrial Products,"Aluminium, Copper & Zinc Products"
Landmark Cars,LANDMARK,Automobiles,Auto Dealer
D.P. Abhushan,DPABHUSHAN,Consumer Durables,"Gems, Jewellery And Watches"
Strides Pharma,STAR,Pharmaceuticals & Biotechnology,Pharmaceuticals
Steel Str. Wheel,SSWL,Auto Components,Auto Components & Equipments
Galaxy Surfact.,GALAXYSURF,Chemicals & Petrochemicals,Specialty Chemicals
Pearl Global Ind,PGIL,Textiles & Apparels,Garments & Apparels
Sandhar Tech,SANDHAR,Auto Components,Auto Components & Equipments
EPL Ltd,EPL,Industrial Products,Packaging
Himadri Special,HSCL,Chemicals & Petrochemicals,Carbon Black
Tenneco Clean,TENNIND,Auto Components,Auto Components & Equipments
Ram Ratna Wires,RAMRAT,Electrical Equipment,Other Electrical Equipment
Sarda Energy,SARDAEN,Ferrous Metals,Iron & Steel
T N Newsprint,TNPL,"Paper, Forest & Jute Products",Paper & Paper Products
Lumax Auto Tech.,LUMAXTECH,Auto Components,Auto Components & Equipments
Nuvama Wealth,NUVAMA,Capital Markets,Stockbroking & Allied
Mukand,MUKANDLTD,Ferrous Metals,Iron & Steel
P & G Hygiene,PGHH,Personal Products,Personal Care
Asahi India Glas,ASAHIINDIA,Auto Components,Auto Components & Equipments
ITC Hotels,ITCHOTELS,Leisure Services,Hotels & Resorts
Page Industries,PAGEIND,Textiles & Apparels,Garments & Apparels
Transport Corp.,TCI,Transport Services,Logistics Solution Provider
Kaynes Tech,KAYNES,Industrial Manufacturing,Industrial Products
Bajaj Electrical,BAJAJELEC,Consumer Durables,Household Appliances
Phoenix Mills,PHOENIXLTD,Realty,"Residential, Commercial Projects"
India Cements,INDIACEM,Cement & Cement Products,Cement & Cement Products
CCL Products,CCL,Agricultural Food & other Products,Tea & Coffee
Savita Oil Tech,SOTL,Petroleum Products,Lubricants
Ramkrishna Forg.,RKFORGE,Auto Components,Auto Components & Equipments
Shoppers Stop,SHOPERSTOP,Retailing,Diversified Retail
Inox Wind,INOXWIND,Electrical Equipment,Heavy Electrical Equipment
Prime Focus,PFOCUS,Entertainment,Media & Entertainment
Shadowfax Technologies,SHADOWFAX,Transport Services,Logistics Solution Provider
Gallantt Ispat L,GALLANTT,Industrial Products,Iron & Steel Products
Embassy Off.REIT,EMBASSY,Realty,Real Estate Investment Trusts (REITs)
CSB Bank,CSBBANK,Banks,Private Sector Bank
Welspun Enterp,WELENT,Construction,Civil Construction
Knowledge Realty,KRT,Realty,Real Estate Investment Trusts (REITs)
Aster DM Health.,ASTERDM,Healthcare Services,Hospital
Indo Rama Synth.,INDORAMA,Textiles & Apparels,Other Textile Products
Honeywell Auto,HONAUT,Industrial Manufacturing,Industrial Products
Tanla Platforms,TANLA,IT - Software,Software Products
Ather Energy,ATHERENERG,Automobiles,2/3 Wheelers
Gravita India,GRAVITA,Minerals & Mining,Industrial Minerals
Sona BLW Precis.,SONACOMS,Auto Components,Auto Components & Equipments
Sanathan Textile,SANATHAN,Textiles & Apparels,Other Textile Products
Gandhar Oil Ref.,GANDHAR,Petroleum Products,Lubricants
Texmaco Rail,TEXRAIL,Industrial Manufacturing,Industrial Products
Global Health,MEDANTA,Healthcare Services,Hospital
Akums Drugs,AKUMS,Pharmaceuticals & Biotechnology,Pharmaceuticals
Heritage Foods,HERITGFOOD,Food Products,Dairy Products
Raymond Realty,RAYMONDREL,Realty,"Residential, Commercial Projects"
Hindustan Copper,HINDCOPPER,Non - Ferrous Metals,Copper
Swan Corp,SWANCORP,Chemicals & Petrochemicals,Petrochemicals
ASK Automotive,ASKAUTOLTD,Auto Components,Auto Components & Equipments
National High,NHIT,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Nava,NAVA,Power,Power Generation
RSWM Ltd,RSWM,Textiles & Apparels,Other Textile Products
Electrotherm(I),ELECTHERM,Industrial Products,Iron & Steel Products
Aditya Infotech,CPPLUS,Industrial Manufacturing,Industrial Products
Bansal Wire Inds,BANSALWIRE,Industrial Products,Iron & Steel Products
Gujarat Fluoroch,FLUOROCHEM,Chemicals & Petrochemicals,Specialty Chemicals
ZF Commercial,ZFCVINDIA,Auto Components,Auto Components & Equipments
Route Mobile,ROUTE,Telecom - Services,Other Telecom Services
Parmeshwar Metal,,Industrial Products,"Aluminium, Copper & Zinc Products"
Hindustan Foods,HNDFDS,Diversified FMCG,Diversified FMCG
360 ONE,360ONE,Capital Markets,Stockbroking & Allied
PSP Projects,PSPPROJECT,Construction,Civil Construction
eClerx Services,ECLERX,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
SignatureGlobal,SIGNATURE,Realty,"Residential, Commercial Projects"
Bayer Crop Sci.,BAYERCROP,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
V-Marc India,VMARCIND,Industrial Products,Cables - Electricals
Waaree Renewab.,WAAREERTL,Electrical Equipment,Other Electrical Equipment
Venky's (India),VENKEYS,Food Products,Meat Products including Poultry
Pricol Ltd,PRICOLLTD,Auto Components,Auto Components & Equipments
RHI Magnesita,RHIM,Industrial Products,Electrodes & Refractories
Mah. Seamless,MAHSEAMLES,Industrial Products,Iron & Steel Products
Ratnamani Metals,RATNAMANI,Industrial Products,Iron & Steel Products
BEML Ltd,BEML,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
Physicswallah,PWL,Other Consumer Services,E-Learning
Cube Highways,CUBEINVIT,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Gokul Refoils,GOKUL,Agricultural Food & other Products,Edible Oil
Hinduja Global,HGS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Krishna Institu.,KIMS,Healthcare Services,Hospital
Dodla Dairy,DODLA,Food Products,Dairy Products
Can Fin Homes,CANFINHOME,Finance,Housing Finance Company
Timken India,TIMKEN,Industrial Products,Abrasives & Bearings
Gabriel India,GABRIEL,Auto Components,Auto Components & Equipments
AIA Engineering,AIAENG,Industrial Products,Castings & Forgings
Mangalam Global,MGEL,Agricultural Food & other Products,Other Agricultural Products
Indo Count Inds.,ICIL,Textiles & Apparels,Other Textile Products
T B Z,TBZ,Consumer Durables,"Gems, Jewellery And Watches"
Ahluwalia Contr.,AHLUCONT,Construction,Civil Construction
CRISIL,CRISIL,Finance,Other Financial Services
Vertis Infra.,VERTIS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Lumax Industries,LUMAXIND,Auto Components,Auto Components & Equipments
Jubilant Ingrev.,JUBLINGREA,Chemicals & Petrochemicals,Specialty Chemicals
HDFC AMC,HDFCAMC,Capital Markets,Asset Management Company
Sheela Foam,SFL,Consumer Durables,"Furniture, Home Furnishing"
West Coast Paper,WSTCSTPAPR,"Paper, Forest & Jute Products",Paper & Paper Products
Subros,SUBROS,Industrial Products,Other Industrial Products
Rane (Madras),RML,Auto Components,Auto Components & Equipments
Gujarat Alkalies,GUJALKALI,Chemicals & Petrochemicals,Commodity Chemicals
Goodluck India,GOODLUCK,Industrial Products,Iron & Steel Products
Syngene Intl.,SYNGENE,Healthcare Services,"Healthcare Research, Analytics & Technology"
Centrum Capital,CENTRUM,Finance,Other Financial Services
Action Const.Eq.,ACE,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
Schneider Elect.,SCHNEIDER,Electrical Equipment,Heavy Electrical Equipment
Cosmo First,COSMOFIRST,Industrial Products,Packaging
Jio Financial,JIOFIN,Finance,Investment Company
BirlaNu Ltd,BIRLANU,Consumer Durables,"Furniture, Home Furnishing"
Allied Blenders,ABDL,Beverages,Breweries & Distilleries
Elgi Equipments,ELGIEQUIP,Industrial Products,"Compressors, Pumps & Diesel Engines"
Indegene,INDGN,Healthcare Services,"Healthcare Research, Analytics & Technology"
Energy InfrTrust,,Gas,Gas Transmission/Marketing
Greaves Cotton,GREAVESCOT,Industrial Products,"Compressors, Pumps & Diesel Engines"
JM Financial,JMFINANCIL,Finance,Holding Company
Sansera Enginee.,SANSERA,Auto Components,Auto Components & Equipments
Gulf Oil Lubric.,GULFOILLUB,Petroleum Products,Lubricants
Glaxosmi. Pharma,GLAXO,Pharmaceuticals & Biotechnology,Pharmaceuticals
ESAF Small Fin,ESAFSFB,Banks,Other Bank
Tata Elxsi,TATAELXSI,IT - Software,Computers - Software & Consulting
Hind.Construct.,HCC,Construction,Civil Construction
Dalmia Bharat,DALMIASUG,Agricultural Food & other Products,Sugar
Rajesh Power,,Other Utilities,Multi Utilities
Veritas (India),,Commercial Services & Supplies,Trading & Distributors
Filatex India,FILATEX,Textiles & Apparels,Other Textile Products
Aadhar Hsg. Fin.,AADHARHFC,Finance,Housing Finance Company
Alok Industries,ALOKINDS,Textiles & Apparels,Other Textile Products
Usha Martin,USHAMART,Industrial Products,Iron & Steel Products
HP Telecom,HPTL,Commercial Services & Supplies,Trading & Distributors
Suprajit Engg.,SUPRAJIT,Auto Components,Auto Components & Equipments
Gokaldas Exports,GOKEX,Textiles & Apparels,Garments & Apparels
India Glycols,INDIAGLYCO,Beverages,Breweries & Distilleries
Sharda Motor,SHARDAMOTR,Auto Components,Auto Components & Equipments
V-Mart Retail,VMART,Retailing,Diversified Retail
Bosch Home Comfort,BOSCH-HCIL,Consumer Durables,Household Appliances
Nilkamal Ltd,NILKAMAL,Consumer Durables,Plastic Products - Consumer
Wockhardt,WOCKPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals
Renaiss. Global,RGL,Consumer Durables,"Gems, Jewellery And Watches"
Jindal Poly Inve,JPOLYINVST,Finance,Investment Company
Ashapura Minech.,ASHAPURMIN,Minerals & Mining,Industrial Minerals
Brookfield India,BIRET,Realty,Real Estate Investment Trusts (REITs)
Orient Electric,ORIENTELEC,Consumer Durables,Household Appliances
SKF India Indus.,SKFINDUS,Industrial Products,Abrasives & Bearings
Parag Milk Foods,PARAGMILK,Food Products,Dairy Products
Bata India,BATAINDIA,Consumer Durables,Footwear
GMM Pfaudler,GMMPFAUDLR,Industrial Manufacturing,Industrial Products
Pennar Industrie,PENIND,Industrial Manufacturing,Industrial Products
Sunflag Iron,SUNFLAG,Industrial Products,Iron & Steel Products
Mastek,MASTEK,IT - Software,Computers - Software & Consulting
Navin Fluo.Intl.,NAVINFLUOR,Chemicals & Petrochemicals,Specialty Chemicals
Vaibhav Global,VAIBHAVGBL,Consumer Durables,"Gems, Jewellery And Watches"
LMW,LMW,Industrial Manufacturing,Industrial Products
V2 Retail,V2RETAIL,Retailing,Speciality Retail
Engineers India,ENGINERSIN,Construction,Civil Construction
Emami,EMAMILTD,Personal Products,Personal Care
GTPL Hathway,GTPL,Entertainment,TV Broadcasting & Software Production
Viyash Scientific,VIYASH,Pharmaceuticals & Biotechnology,Pharmaceuticals
Prakash Industri,PRAKASH,Ferrous Metals,Iron & Steel
Satin Creditcare,SATIN,Finance,Microfinance Institutions
TVS Srichakra,TVSSRICHAK,Auto Components,Tyres & Rubber Products
Bondada Engineer,,Telecom - Services,Telecom - Infrastructure
J B Chemicals &,JBCHEPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals
Hi-Tech Pipes,HITECH,Industrial Products,Iron & Steel Products
Fujiyama Power,UTLSOLAR,Electrical Equipment,Other Electrical Equipment
JITF Infra Logis,JITFINFRA,Other Utilities,Water Supply & Management
Finolex Inds.,FINPIPE,Industrial Products,Plastic Products - Industrial
SML Mahindra,SMLMAH,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
Mindspace Busine,MINDSPACE,Realty,Real Estate Investment Trusts (REITs)
Multi Comm. Exc.,MCX,Capital Markets,Exchange and Data Platform
Fractal Analyt.,FRACTAL,IT - Software,Computers - Software & Consulting
Mafatlal Inds.,MAFATIND,Textiles & Apparels,Other Textile Products
JSW Dulux,JSWDULUX,Consumer Durables,Paints
Sun TV Network,SUNTV,Entertainment,TV Broadcasting & Software Production
Lux Industries,LUXIND,Textiles & Apparels,Garments & Apparels
PC Jeweller,PCJEWELLER,Consumer Durables,"Gems, Jewellery And Watches"
HBL Engineering,HBLENGINE,Industrial Products,Other Industrial Products
EIH,EIHOTEL,Leisure Services,Hotels & Resorts
Techno Elec.Engg,TECHNOE,Construction,Civil Construction
Info Edg.(India),NAUKRI,Retailing,Internet & Catalogue Retail
Sangam India,SANGAMIND,Textiles & Apparels,Other Textile Products
Bluspring Enter.,BLUSPRING,Commercial Services & Supplies,Diversified Commercial Services
Nitin Spinners,NITINSPIN,Textiles & Apparels,Other Textile Products
Shera Energy,SHERA,Industrial Products,"Aluminium, Copper & Zinc Products"
Shakti Pumps,SHAKTIPUMP,Industrial Products,"Compressors, Pumps & Diesel Engines"
Inventurus Knowl,IKS,IT - Services,IT Enabled Services
Siyaram Silk,SIYSIL,Textiles & Apparels,Other Textile Products
VRL Logistics,VRLLOG,Transport Services,Logistics Solution Provider
Dishman Carbogen,DCAL,Pharmaceuticals & Biotechnology,Pharmaceuticals
Prince Pipes,PRINCEPIPE,Industrial Products,Plastic Products - Industrial
Intellect Design,INTELLECT,IT - Software,Computers - Software & Consulting
Grindwell Norton,GRINDWELL,Industrial Products,Abrasives & Bearings
Praj Industries,PRAJIND,Industrial Manufacturing,Industrial Products
Solex Energy,SOLEX,Electrical Equipment,Heavy Electrical Equipment
Utkarsh Small F.,UTKARSHBNK,Banks,Other Bank
Chemplast Sanmar,CHEMPLASTS,Chemicals & Petrochemicals,Commodity Chemicals
Titagarh Rail,TITAGARH,Industrial Manufacturing,Railway Wagons
Man Industries,MANINDS,Industrial Products,Iron & Steel Products
Central Mine Pla,CMPDI,Construction,Civil Construction
Styrenix Perfor.,STYRENIX,Chemicals & Petrochemicals,Specialty Chemicals
Mahindra Holiday,MHRIL,Leisure Services,Hotels & Resorts
Somany Ceramics,SOMANYCERA,Consumer Durables,Ceramics
KSH Internationa,KSHINTL,Industrial Products,Cables - Electricals
Five-Star Bus.Fi,FIVESTAR,Finance,Non Banking Financial Company (NBFC)
L G Balakrishnan,LGBBROSLTD,Auto Components,Auto Components & Equipments
BLS Internat.,BLS,Leisure Services,"Tour, Travel Related Services"
G M D C,GMDCLTD,Minerals & Mining,Industrial Minerals
Digitide Solutio,DIGITIDE,IT - Services,IT Enabled Services
KPI Green Energy,KPIGREEN,Power,Power Generation
Sapphire Foods,SAPPHIRE,Leisure Services,Restaurants
GHCL,GHCL,Chemicals & Petrochemicals,Commodity Chemicals
Gillette India,GILLETTE,Personal Products,Personal Care
Banco Products,BANCOINDIA,Auto Components,Auto Components & Equipments
RattanIndia Pow.,RTNPOWER,Power,Power Generation
Sagar Cements,SAGCEM,Cement & Cement Products,Cement & Cement Products
Redtape,REDTAPE,Consumer Durables,Footwear
Star Cement,STARCEMENT,Cement & Cement Products,Cement & Cement Products
TBO Tek,TBOTEK,Leisure Services,"Tour, Travel Related Services"
T R I L,TARIL,Electrical Equipment,Heavy Electrical Equipment
Oriana Power Ltd,ORIANA,Electrical Equipment,Other Electrical Equipment
JTEKT India,JTEKTINDIA,Auto Components,Auto Components & Equipments
Ventive Hospital,VENTIVE,Leisure Services,Hotels & Resorts
Pondy Oxides,POCL,Diversified Metals,Diversified Metals
Greenply Industr,GREENPLY,Consumer Durables,Plywood Boards/ Laminates
Neuland Labs.,NEULANDLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals
Jupiter Wagons,JWL,Industrial Manufacturing,Railway Wagons
Panama Petrochem,PANAMAPET,Petroleum Products,Lubricants
S P I C,SPIC,Fertilizers & Agrochemicals,Fertilizers
Netweb Technol.,NETWEB,IT - Services,IT Enabled Services
Metro Brands,METROBRAND,Consumer Durables,Footwear
Rites,RITES,Construction,Civil Construction
Universal Cables,UNIVCABLES,Industrial Products,Cables - Electricals
Updater Services,UDS,Commercial Services & Supplies,Diversified Commercial Services
Bharat Bijlee,BBL,Electrical Equipment,Other Electrical Equipment
Jay Bharat Maru.,JAYBARMARU,Auto Components,Auto Components & Equipments
Powerica Ltd,POWERICA,Electrical Equipment,Heavy Electrical Equipment
Competent Auto,,Automobiles,Auto Dealer
Ajax Engineering,AJAXENGG,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
ERIS Lifescience,ERIS,Pharmaceuticals & Biotechnology,Pharmaceuticals
Krishana Phosch.,KRISHANA,Fertilizers & Agrochemicals,Fertilizers
Marksans Pharma,MARKSANS,Pharmaceuticals & Biotechnology,Pharmaceuticals
Atlanta Electric,ATLANTAELE,Electrical Equipment,Heavy Electrical Equipment
Balmer Law. Inv.,BLIL,Finance,Non Banking Financial Company (NBFC)
Elecon Engg.Co,ELECON,Electrical Equipment,Heavy Electrical Equipment
Pine Labs,PINELABS,Financial Technology (Fintech),Financial Technology (Fintech)
Balmer Lawrie,BALMLAWRIE,Diversified,Diversified
KNR Construct.,KNRCON,Construction,Civil Construction
AGI Greenpac,AGI,Industrial Products,Packaging
Northern Arc,NORTHARC,Finance,Non Banking Financial Company (NBFC)
Creative Newtech,CNL,Commercial Services & Supplies,Trading & Distributors
Nippon Life Ind.,NAM-INDIA,Capital Markets,Asset Management Company
Epigral,EPIGRAL,Chemicals & Petrochemicals,Specialty Chemicals
Laxmi Organic,LXCHEM,Chemicals & Petrochemicals,Specialty Chemicals
Bhagyanagar Ind,BHAGYANGR,Non - Ferrous Metals,Copper
ION Exchange,IONEXCHANG,Other Utilities,Water Supply & Management
DDev Plastiks,DDEVPLSTIK,Chemicals & Petrochemicals,Specialty Chemicals
TTK Prestige,TTKPRESTIG,Consumer Durables,Household Appliances
